netflix_id,title,image,imdb_rating,url,content_type,show_type,season_number,year,tv_rating,description,genre,cast,director,duration,language,updated_db,item_category
0,Pop Team Epic,https://www.whats-on-netflix.com/wp-content/uploads/covers/popteamepic.jpeg,6.9/10,https://www.whats-on-netflix.com/clickout?netflixid=0,,TV Series,Season 1,,TV-14,This animated adaptation of the quirky four-panel comic brings the random exploits of Popuko and Pipimi to life.,"Animation, Comedy","Tohru Adachi, Bryn Apprill, Shunsuke Itakura, Mikaela Krantz",,,Japanese,"Mar 28, 2020",What’s New on Netflix
1008581,Stripes,https://www.whats-on-netflix.com/wp-content/uploads/covers/stripes.jpeg,6.9/10,https://www.whats-on-netflix.com/clickout?netflixid=1008581,,Movie,,1981,R,"After losing everything, an indolent sad sack impulsively joins the U.S. Army and cajoles his best friend into enlisting, too.","Comedy, War","Bill Murray, Harold Ramis, Warren Oates, P.J. Soles",Ivan Reitman,106 min,English,"Mar 28, 2020",What’s New on Netflix
1029730,Teenage Mutant Ninja Turtles: The Movie,https://www.whats-on-netflix.com/wp-content/uploads/covers/teenagemutantninjaturtlesthemovie.jpeg,6.8/10,https://www.whats-on-netflix.com/clickout?netflixid=1029730,,Movie,,1990,PG,"After exposure to a strange, glowing ooze, four mutant turtles train as ninjas in the sewers and fight crime wherever they find it.","Action, Adventure, Comedy, Family, Sci-Fi","Judith Hoag, Elias Koteas, Josh Pais, David Forman",Steve Barron,93 min,English,"Mar 28, 2020",What’s New on Netflix
1038844,A Thin Line Between Love & Hate,https://www.whats-on-netflix.com/wp-content/uploads/covers/athinlinebetweenlovehate.jpeg,5.7/10,https://www.whats-on-netflix.com/clickout?netflixid=1038844,,Movie,,1996,R,"Big-time player and club promoter Darnell does a double-take when a sophisticated beauty named Brandi catches his eye at the club. But as he tries to win her over, the prize is far from what he expected.","Comedy, Crime, Drama, Romance, Thriller","Martin Lawrence, Lynn Whitfield, Regina King, Bobby Brown",Martin Lawrence,108 min,English,"Mar 28, 2020",What’s New on Netflix
1064058,Tremors 2: Aftershocks,https://www.whats-on-netflix.com/wp-content/uploads/covers/tremors2aftershocks.jpeg,6.0/10,https://www.whats-on-netflix.com/clickout?netflixid=1064058,,Movie,,1996,PG-13,A rag-tag team of survivalists and scientists battle supersucking desert creatures that are worming their way through the oil fields of Mexico.,"Action, Comedy, Horror, Sci-Fi, Thriller","Fred Ward, Chris Gartin, Helen Shaver, Michael Gross",S.S. Wilson,100 min,English,"Mar 28, 2020",What’s New on Netflix
1067876,True Grit,https://www.whats-on-netflix.com/wp-content/uploads/covers/truegrit.jpeg,7.4/10,https://www.whats-on-netflix.com/clickout?netflixid=1067876,,Movie,,1969,G,Teenage tomboy Mattie Ross enlists the help of crusty lawman Rooster Cogburn to track down the hired hand who murdered her father.,"Adventure, Drama, Western","John Wayne, Glen Campbell, Kim Darby, Jeremy Slate",Henry Hathaway,128 min,English,"Mar 28, 2020",What’s New on Netflix
1120753,Who's Afraid of Virginia Woolf?,https://www.whats-on-netflix.com/wp-content/uploads/covers/whosafraidofvirginiawoolf.jpeg,8.0/10,https://www.whats-on-netflix.com/clickout?netflixid=1120753,,Movie,,1966,Not Rated,An emasculated professor and his rancorous wife turn an evening of cocktails into an onslaught of wrenching disclosures and bellowed epithets.,Drama,"Elizabeth Taylor, Richard Burton, George Segal, Sandy Dennis",Mike Nichols,131 min,English,"Mar 28, 2020",What’s New on Netflix
1150871,Love Jones,https://www.whats-on-netflix.com/wp-content/uploads/covers/lovejones.jpeg,7.5/10,https://www.whats-on-netflix.com/clickout?netflixid=1150871,,Movie,,1997,R,"In this urban romantic comedy set in Chicago, the ups and downs of courtship play out between a young black poet and a pretty shutterbug.","Drama, Romance","Larenz Tate, Nia Long, Isaiah Washington, Lisa Nicole Carson",Theodore Witcher,104 min,English,"Mar 28, 2020",What’s New on Netflix
1151188,Chasing Amy,https://www.whats-on-netflix.com/wp-content/uploads/covers/chasingamy.jpeg,7.2/10,https://www.whats-on-netflix.com/clickout?netflixid=1151188,,Movie,,1997,R,"Comic book artist Holden meets the perfect woman, only to learn that she's a lesbian. But that doesn't stop him from falling in love with her.","Comedy, Drama, Romance","Ethan Suplee, Ben Affleck, Scott Mosier, Jason Lee",Kevin Smith,113 min,English,"Mar 28, 2020",What’s New on Netflix
1151375,Dante's Peak,https://www.whats-on-netflix.com/wp-content/uploads/covers/dantespeak.jpeg,5.9/10,https://www.whats-on-netflix.com/clickout?netflixid=1151375,,Movie,,1997,PG-13,"When a volcanologist comes to investigate the recent rumblings of a dormant volcano, a massive eruption has everyone in town fighting for their lives.","Action, Adventure, Thriller","Pierce Brosnan, Linda Hamilton, Jamie Renée Smith, Jeremy Foley",Roger Donaldson,108 min,English,"Mar 28, 2020",What’s New on Netflix
1151712,Booty Call,https://www.whats-on-netflix.com/wp-content/uploads/covers/bootycall.jpeg,5.4/10,https://www.whats-on-netflix.com/clickout?netflixid=1151712,,Movie,,1997,R,"Just when Nikki and her hot friend are ready to get jiggy, circumstances conspire against two unlucky-in-bed guys.","Comedy, Romance","Jamie Foxx, Tommy Davidson, Amy Monique Waddell, Wiley Moore",Jeff Pollack,79 min,English,"Mar 28, 2020",What’s New on Netflix
1151721,Donnie Brasco,https://www.whats-on-netflix.com/wp-content/uploads/covers/donniebrasco.jpeg,7.7/10,https://www.whats-on-netflix.com/clickout?netflixid=1151721,,Movie,,1997,R,"When FBI agent Joe Pistone goes undercover to infiltrate the mob, he starts to identify with the made men he's charged with taking down.","Biography, Crime, Drama","Al Pacino, Johnny Depp, Michael Madsen, Bruno Kirby",Mike Newell,127 min,English,"Mar 28, 2020",What’s New on Netflix
1153194,The Saint,https://www.whats-on-netflix.com/wp-content/uploads/covers/thesaint.jpeg,6.2/10,https://www.whats-on-netflix.com/clickout?netflixid=1153194,,Movie,,1997,PG-13,"Hired by a Russian politician to steal the formula for cold fusion, master thief Simon Templar falls for the scientist who has unlocked the secret.","Action, Adventure, Romance, Sci-Fi, Thriller","Val Kilmer, Elisabeth Shue, Rade Serbedzija, Valeriy Nikolaev",Phillip Noyce,116 min,English,"Mar 28, 2020",What’s New on Netflix
1153337,Murder at 1600,https://www.whats-on-netflix.com/wp-content/uploads/covers/murderat1600.jpeg,6.1/10,https://www.whats-on-netflix.com/clickout?netflixid=1153337,,Movie,,1997,R,"In director Dwight H. Little's crime drama, Detective Harlan Regis gets a call to investigate a homicide at the White House and soon finds himself embroiled in a mystery involving the highest echelons of political power.","Action, Crime, Drama, Mystery, Thriller","Wesley Snipes, Diane Lane, Daniel Benzali, Dennis Miller",Dwight H. Little,107 min,English,"Mar 28, 2020",What’s New on Netflix
1153656,Austin Powers: International Man of Mystery,https://www.whats-on-netflix.com/wp-content/uploads/covers/austinpowersinternationalmanofmystery.jpeg,7.0/10,https://www.whats-on-netflix.com/clickout?netflixid=1153656,,Movie,,1997,PG-13,"A swingin' fashion photographer by day and a groovy British secret agent by night, superspy Austin Powers must foil the sinister schemes of Dr. Evil.","Adventure, Comedy","Mike Myers, Elizabeth Hurley, Michael York, Mimi Rogers",Jay Roach,89 min,English,"Mar 28, 2020",What’s New on Netflix
1178866,The Game,https://www.whats-on-netflix.com/wp-content/uploads/covers/thegame.jpeg,7.8/10,https://www.whats-on-netflix.com/clickout?netflixid=1178866,,Movie,,1997,R,"Nicholas receives an unusual birthday present from his brother, Conrad -- a gift certificate to play a unique kind of game formulated by ""CRS.""","Drama, Mystery, Thriller","Michael Douglas, Sean Penn, Deborah Kara Unger, James Rebhorn",David Fincher,129 min,English,"Mar 28, 2020",What’s New on Netflix
1179333,How to Be a Player,https://www.whats-on-netflix.com/wp-content/uploads/covers/howtobeaplayer.jpeg,5.3/10,https://www.whats-on-netflix.com/clickout?netflixid=1179333,,Movie,,1997,R,"Dray lives life one woman at a time and is the envy of all his friends, until his sister decides to show him the error of his philandering ways.",Comedy,"Bill Bellamy, Natalie Desselle Reid, Lark Voorhies, Mari Morrow",Lionel C. Martin,93 min,English,"Mar 28, 2020",What’s New on Netflix
1179574,Event Horizon,https://www.whats-on-netflix.com/wp-content/uploads/covers/eventhorizon.jpeg,6.7/10,https://www.whats-on-netflix.com/clickout?netflixid=1179574,,Movie,,1997,R,"After a signal is received from a long-missing spaceship, a rescue ship investigates, but the crew soon realizes something unimaginable has happened.","Horror, Sci-Fi, Thriller","Laurence Fishburne, Sam Neill, Kathleen Quinlan, Joely Richardson",Paul W.S. Anderson,96 min,English,"Mar 28, 2020",What’s New on Netflix
1179583,Money Talks,https://www.whats-on-netflix.com/wp-content/uploads/covers/moneytalks.jpeg,6.2/10,https://www.whats-on-netflix.com/clickout?netflixid=1179583,,Movie,,1997,R,"TV news reporter James Russell helps put small-time criminal Franklin Hatchett in jail, but turns to protecting Hatchett when he escapes from prison.","Action, Comedy, Crime, Thriller","Chris Tucker, Charlie Sheen, Heather Locklear, Elise Neal",Brett Ratner,97 min,English,"Mar 28, 2020",What’s New on Netflix
1180086,Kiss the Girls,https://www.whats-on-netflix.com/wp-content/uploads/covers/kissthegirls.jpeg,6.6/10,https://www.whats-on-netflix.com/clickout?netflixid=1180086,,Movie,,1997,R,A forensic psychologist teams up with an escaped kidnapping victim to hunt down a serial killer who abducts and dominates strong-willed women.,"Crime, Drama, Mystery, Thriller","Morgan Freeman, Ashley Judd, Cary Elwes, Alex McArthur",Gary Fleder,115 min,English,"Mar 28, 2020",What’s New on Netflix
1181488,As Good as It Gets,https://www.whats-on-netflix.com/wp-content/uploads/covers/asgoodasitgets.jpeg,7.7/10,https://www.whats-on-netflix.com/clickout?netflixid=1181488,,Movie,,1997,PG-13,"The structured world of a sour, obsessive-compulsive author crumbles when he's drawn into the lives of a stressed-out single mom and his gay neighbor.","Comedy, Drama, Romance","Jack Nicholson, Helen Hunt, Greg Kinnear, Cuba Gooding Jr.",James L. Brooks,139 min,English,"Mar 28, 2020",What’s New on Netflix
1181661,The Rainmaker,https://www.whats-on-netflix.com/wp-content/uploads/covers/therainmaker.jpeg,7.2/10,https://www.whats-on-netflix.com/clickout?netflixid=1181661,,Movie,,1997,PG-13,A young attorney and a scrappy paralegal work to help the parents of a terminally ill boy in their suit against an insurance company.,"Crime, Drama, Thriller","Matt Damon, Danny DeVito, Claire Danes, Jon Voight",Francis Ford Coppola,135 min,English,"Mar 28, 2020",What’s New on Netflix
11819434,Fear and Loathing in Las Vegas,https://www.whats-on-netflix.com/wp-content/uploads/covers/fearandloathinginlasvegas.jpeg,7.6/10,https://www.whats-on-netflix.com/clickout?netflixid=11819434,,Movie,,1998,R,A sportswriter and his Samoan lawyer embark on a hallucinogenic three-day romp from Los Angeles to Las Vegas in this counterculture cult favorite.,"Adventure, Comedy, Drama","Johnny Depp, Benicio Del Toro, Tobey Maguire, Michael Lee Gogin",Terry Gilliam,118 min,English,"Mar 28, 2020",What’s New on Netflix
11819467,Godzilla,https://www.whats-on-netflix.com/wp-content/uploads/covers/godzilla.jpeg,5.4/10,https://www.whats-on-netflix.com/clickout?netflixid=11819467,,Movie,,1998,PG-13,A team of experts -- including a biologist and two scientists -- must stop an oversized lizard from destroying all of Manhattan.,"Action, Sci-Fi, Thriller","Matthew Broderick, Jean Reno, Maria Pitillo, Hank Azaria",Roland Emmerich,139 min,English,"Mar 28, 2020",What’s New on Netflix
1192866,Fallen,https://www.whats-on-netflix.com/wp-content/uploads/covers/fallen.jpeg,7.0/10,https://www.whats-on-netflix.com/clickout?netflixid=1192866,,Movie,,1998,R,A tough homicide cop faces his most dangerous assignment when he must stop a murderous evil spirit who can move from one host to the next.,"Action, Crime, Drama, Fantasy, Mystery, Thriller","Denzel Washington, John Goodman, Donald Sutherland, Embeth Davidtz",Gregory Hoblit,124 min,English,"Mar 28, 2020",What’s New on Netflix
15815343,The Texas Chainsaw Massacre,https://www.whats-on-netflix.com/wp-content/uploads/covers/thetexaschainsawmassacre.jpeg,7.5/10,https://www.whats-on-netflix.com/clickout?netflixid=15815343,,Movie,,1974,R,"When some friends visit a vandalized graveyard, they come upon a chainsaw-wielding maniac, and it's a fight to the bloody death between good and evil.",Horror,"Marilyn Burns, Allen Danziger, Paul A. Partain, William Vail",Tobe Hooper,83 min,English,"Mar 28, 2020",What’s New on Netflix
16943884,Why Do Fools Fall in Love,https://www.whats-on-netflix.com/wp-content/uploads/covers/whydofoolsfallinlove.jpeg,6.4/10,https://www.whats-on-netflix.com/clickout?netflixid=16943884,,Movie,,1998,R,"When singing pioneer Frankie Lymon dies, Mrs. Lymon tries to track her dead husband's royalties and finds two more Mrs. Lymons in the same fix!","Biography, Drama, Music","Halle Berry, Vivica A. Fox, Lela Rochon, Larenz Tate",Gregory Nava,116 min,English,"Mar 28, 2020",What’s New on Netflix
17016471,Tomorrow Never Dies,https://www.whats-on-netflix.com/wp-content/uploads/covers/tomorrowneverdies.jpeg,6.5/10,https://www.whats-on-netflix.com/clickout?netflixid=17016471,,Movie,,1997,PG-13,"Pierce Brosnan stars in this 007 installment, which teams the secret agent and a sexy Chinese superspy against a megalomaniacal media mogul.","Action, Adventure, Thriller","Pierce Brosnan, Jonathan Pryce, Michelle Yeoh, Teri Hatcher",Roger Spottiswoode,119 min,English,"Mar 28, 2020",What’s New on Netflix
17236680,Elizabeth,https://www.whats-on-netflix.com/wp-content/uploads/covers/elizabeth.jpeg,7.4/10,https://www.whats-on-netflix.com/clickout?netflixid=17236680,,Movie,,1998,R,This Oscar-winning treatise on absolute power and its human toll sees fledgling queen Elizabeth I sacrificing happiness for her own safety.,"Biography, Drama, History","Liz Giles, Rod Culbertson, Paul Fox, Terence Rigby",Shekhar Kapur,124 min,English,"Mar 28, 2020",What’s New on Netflix
17236920,Rounders,https://www.whats-on-netflix.com/wp-content/uploads/covers/rounders.jpeg,7.3/10,https://www.whats-on-netflix.com/clickout?netflixid=17236920,,Movie,,1998,R,"A law student befriends and ""befoes"" a fellow gambling addict and a club owner, and tensions run high when they must come up with $15k in just 5 days.","Crime, Drama","Matt Damon, Gretchen Mol, John Malkovich, Paul Cicero",John Dahl,121 min,English,"Mar 28, 2020",What’s New on Netflix
18002692,American History X,https://www.whats-on-netflix.com/wp-content/uploads/covers/americanhistoryx.jpeg,8.5/10,https://www.whats-on-netflix.com/clickout?netflixid=18002692,,Movie,,1998,R,A neo-Nazi gets sent to prison for murder and comes out a changed man. But can he prevent his younger brother from following in his footsteps?,Drama,"Edward Norton, Edward Furlong, Beverly D'Angelo, Jennifer Lien",Tony Kaye,119 min,English,"Mar 28, 2020",What’s New on Netflix
18066997,A Night at the Roxbury,https://www.whats-on-netflix.com/wp-content/uploads/covers/anightattheroxbury.jpeg,6.3/10,https://www.whats-on-netflix.com/clickout?netflixid=18066997,,Movie,,1998,PG-13,"After a run-in with Richard Grieco, dimwits Doug and Steve gain entry to a swanky nightclub in this comedy based on a ""Saturday Night Live"" sketch.","Comedy, Music, Romance","Will Ferrell, Chris Kattan, Raquel Gardner, Viveca Paulin",John Fortenberry,82 min,English,"Mar 28, 2020",What’s New on Netflix
18907685,Taxi Driver,https://www.whats-on-netflix.com/wp-content/uploads/covers/taxidriver.jpeg,8.3/10,https://www.whats-on-netflix.com/clickout?netflixid=18907685,,Movie,,1976,R,"Enraged by New York's moral rot and urban decay, an unhinged cab driver goes mad, plotting an assassination and saving a teen sex worker.","Crime, Drama","Diahnne Abbott, Frank Adu, Victor Argo, Gino Ardito",Martin Scorsese,114 min,English,"Mar 28, 2020",What’s New on Netflix
19054266,Bonnie and Clyde,https://www.whats-on-netflix.com/wp-content/uploads/covers/bonnieandclyde.jpeg,7.8/10,https://www.whats-on-netflix.com/clickout?netflixid=19054266,,Movie,,1967,R,"Serial bank robbers, sometime lovers and folkloric heroes Bonnie and Clyde barrel across Depression-ravaged America on a deadly shooting spree.","Action, Biography, Crime, Drama","Warren Beatty, Faye Dunaway, Michael J. Pollard, Gene Hackman",Arthur Penn,111 min,English,"Mar 28, 2020",What’s New on Netflix
20159719,The Peacemaker,https://www.whats-on-netflix.com/wp-content/uploads/covers/thepeacemaker.jpeg,5.9/10,https://www.whats-on-netflix.com/clickout?netflixid=20159719,,Movie,,1997,R,"After terrorists trigger a nuclear blast in Russia, a U.S. Special Forces intelligence agent and a nuclear weapons expert come to the rescue.","Action, Thriller","George Clooney, Nicole Kidman, Marcel Iures, Aleksandr Baluev",Mimi Leder,124 min,English,"Mar 28, 2020",What’s New on Netflix
20557937,The Matrix,https://www.whats-on-netflix.com/wp-content/uploads/covers/thematrix.jpeg,8.7/10,https://www.whats-on-netflix.com/clickout?netflixid=20557937,,Movie,,1999,R,"A computer hacker learns that what most people perceive as reality is actually a simulation created by machines, and joins a rebellion to break free.","Action, Sci-Fi","Keanu Reeves, Laurence Fishburne, Carrie-Anne Moss, Hugo Weaving","Lana Wachowski, Lilly Wachowski",136 min,English,"Mar 28, 2020",What’s New on Netflix
210599,9 1/2 Weeks,https://www.whats-on-netflix.com/wp-content/uploads/covers/912weeks.jpeg,5.9/10,https://www.whats-on-netflix.com/clickout?netflixid=210599,,Movie,,1986,R,Elizabeth and John have a steamy relationship based on sex and fantasy. They'll face the consequences as the reality of their affair takes hold.,"Drama, Romance","Mickey Rourke, Kim Basinger, Margaret Whitton, David Margulies",Adrian Lyne,117 min,English,"Mar 28, 2020",What’s New on Netflix
21302357,Austin Powers: The Spy Who Shagged Me,https://www.whats-on-netflix.com/wp-content/uploads/covers/austinpowersthespywhoshaggedme.jpeg,6.6/10,https://www.whats-on-netflix.com/clickout?netflixid=21302357,,Movie,,1999,PG-13,"When diabolical genius Dr. Evil travels back in time to steal superspy Austin Powers's ""mojo,"" Austin must return to the swingin' '60s himself.","Action, Adventure, Comedy, Crime","Mike Myers, Heather Graham, Michael York, Robert Wagner",Jay Roach,95 min,English,"Mar 28, 2020",What’s New on Netflix
22007250,Wild Wild West,https://www.whats-on-netflix.com/wp-content/uploads/covers/wildwildwest.jpeg,4.9/10,https://www.whats-on-netflix.com/clickout?netflixid=22007250,,Movie,,1999,PG-13,"Armed with an ingenious arsenal, two top-notch government agents are tasked with tracking down a diabolical scientist in this futuristic Western.","Action, Comedy, Sci-Fi, Western","Will Smith, Kevin Kline, Kenneth Branagh, Salma Hayek",Barry Sonnenfeld,106 min,English,"Mar 28, 2020",What’s New on Netflix
22013422,Deep Blue Sea,https://www.whats-on-netflix.com/wp-content/uploads/covers/deepbluesea.jpeg,5.8/10,https://www.whats-on-netflix.com/clickout?netflixid=22013422,,Movie,,1999,R,"Scientists conduct research on sharks, hoping for a cure for Alzheimer's disease. But the tests go wrong, and the sharks are now deadlier than ever.","Action, Adventure, Sci-Fi, Thriller","Thomas Jane, Saffron Burrows, Samuel L. Jackson, Jacqueline McKenzie",Renny Harlin,105 min,English,"Mar 28, 2020",What’s New on Netflix
22040803,GoldenEye,https://www.whats-on-netflix.com/wp-content/uploads/covers/goldeneye.jpeg,7.2/10,https://www.whats-on-netflix.com/clickout?netflixid=22040803,,Movie,,1995,PG-13,"Pierce Brosnan takes his first turn as debonair secret agent James Bond, who investigates the destruction of a Russian satellite weapons base.","Action, Adventure, Thriller","Pierce Brosnan, Sean Bean, Izabella Scorupco, Famke Janssen",Martin Campbell,130 min,English,"Mar 28, 2020",What’s New on Netflix
22469949,Now and Then,https://www.whats-on-netflix.com/wp-content/uploads/covers/nowandthen.jpeg,6.8/10,https://www.whats-on-netflix.com/clickout?netflixid=22469949,,Movie,,1995,PG-13,"Waxing nostalgic about the bittersweet passage from childhood to puberty, four childhood girlfriends recall the magical summer of 1970.","Comedy, Drama, Romance","Christina Ricci, Rosie O'Donnell, Thora Birch, Melanie Griffith",Lesli Linka Glatter,100 min,English,"Mar 28, 2020",What’s New on Netflix
22497725,Loaded Weapon 1,https://www.whats-on-netflix.com/wp-content/uploads/covers/loadedweapon1.jpeg,6.2/10,https://www.whats-on-netflix.com/clickout?netflixid=22497725,,Movie,,1993,PG-13,"In this parody of the Lethal Weapon franchise, criminals murder a detective and steal her prized evidence: microfilm with a recipe for cocaine cookies. Luckily, loose-cannon cop Jack Colt and his by-the-book partner, Wes Luger, are on the case.","Action, Comedy, Crime","Emilio Estevez, Samuel L. Jackson, Jon Lovitz, Tim Curry",Gene Quintano,84 min,English,"Mar 28, 2020",What’s New on Netflix
243547,All the President's Men,https://www.whats-on-netflix.com/wp-content/uploads/covers/allthepresidentsmen.jpeg,8.0/10,https://www.whats-on-netflix.com/clickout?netflixid=243547,,Movie,,1976,PG,"In the run-up to the 1972 elections, Washington Post reporter Bob Woodward covers what seems to be a minor break-in at the Democratic Party National Headquarters.","Biography, Drama, History, Thriller","Dustin Hoffman, Robert Redford, Jack Warden, Martin Balsam",Alan J. Pakula,138 min,English,"Mar 28, 2020",What’s New on Netflix
26597413,One Eight Seven,https://www.whats-on-netflix.com/wp-content/uploads/covers/oneeightseven.jpeg,6.7/10,https://www.whats-on-netflix.com/clickout?netflixid=26597413,,Movie,,1997,R,"After one of his high school students attacks him, dedicated teacher Trevor Garfield grows weary of the gang warfare in the New York City school system and moves to California to teach there, thinking it must be a less hostile environment.","Drama, Thriller","Samuel L. Jackson, John Heard, Kelly Rowan, Clifton Collins Jr.",Kevin Reynolds,119 min,English,"Mar 28, 2020",What’s New on Netflix
269880,Bad Boys,https://www.whats-on-netflix.com/wp-content/uploads/covers/badboys.jpeg,6.9/10,https://www.whats-on-netflix.com/clickout?netflixid=269880,,Movie,,1995,R,"In this fast-paced actioner, two Miami narcotics cops are hot on the trail of a master crook who has snatched $100 million worth of heroin.","Action, Comedy, Crime, Thriller","Lisa Boyle, Michael Taliferro, Emmanuel Xuereb, Tchéky Karyo",Michael Bay,119 min,English,"Mar 28, 2020",What’s New on Netflix
281550,La Bamba,https://www.whats-on-netflix.com/wp-content/uploads/covers/labamba.jpeg,6.9/10,https://www.whats-on-netflix.com/clickout?netflixid=281550,,Movie,,1987,PG-13,"The plane crash that killed Buddy Holly also took Ritchie Valens, whose modest upbringing and rise to fame are depicted in this exhilarating biopic.","Biography, Drama, Music","Lou Diamond Phillips, Esai Morales, Rosanna DeSoto, Elizabeth Peña",Luis Valdez,108 min,English,"Mar 28, 2020",What’s New on Netflix
28371873,The World Is Not Enough,https://www.whats-on-netflix.com/wp-content/uploads/covers/theworldisnotenough.jpeg,6.4/10,https://www.whats-on-netflix.com/clickout?netflixid=28371873,,Movie,,1999,PG-13,"Greed, revenge, world domination: It's all in a day's work for James Bond, who's on a mission to protect an oil heiress from a notorious terrorist.","Action, Adventure, Thriller","Pierce Brosnan, Sophie Marceau, Robert Carlyle, Denise Richards",Michael Apted,128 min,English,"Mar 28, 2020",What’s New on Netflix
28631029,Stuart Little,https://www.whats-on-netflix.com/wp-content/uploads/covers/stuartlittle.jpeg,5.9/10,https://www.whats-on-netflix.com/clickout?netflixid=28631029,,Movie,,1999,PG,Mr. and Mrs. Little want to adopt a brother for their only child but get more than they bargained for when they take in a mouse with an attitude.,"Adventure, Comedy, Family, Fantasy","Michael J. Fox, Geena Davis, Hugh Laurie, Jonathan Lipnicki",Rob Minkoff,84 min,English,"Mar 28, 2020",What’s New on Netflix
28631236,Superstar: Dare to Dream,https://www.whats-on-netflix.com/wp-content/uploads/covers/superstardaretodream.jpeg,5.1/10,https://www.whats-on-netflix.com/clickout?netflixid=28631236,,Movie,,1999,PG-13,A socially awkward Catholic schoolgirl vows to win a dreamy classmate's affections by taking first prize at an upcoming talent show.,"Comedy, Romance","Molly Shannon, Will Ferrell, Elaine Hendrix, Harland Williams",Bruce McCulloch,81 min,English,"Mar 28, 2020",What’s New on Netflix
292118,Beavis and Butt-head Do America,https://www.whats-on-netflix.com/wp-content/uploads/covers/beavisandbuttheaddoamerica.jpeg,6.8/10,https://www.whats-on-netflix.com/clickout?netflixid=292118,,Movie,,1996,PG-13,"After realizing that their boob tube is gone, Beavis and Butt-head set off on an expedition that takes them from Las Vegas to the nation's capital.","Animation, Adventure, Comedy, Crime, Music","Mike Judge, Bruce Willis, Demi Moore, Cloris Leachman","Mike Judge, Mike de Seve, Brian Mulroney, Yvette Kaplan",81 min,English,"Mar 28, 2020",What’s New on Netflix
309541,The Bishop's Wife,https://www.whats-on-netflix.com/wp-content/uploads/covers/thebishopswife.jpeg,7.6/10,https://www.whats-on-netflix.com/clickout?netflixid=309541,,Movie,,1947,Not Rated,"An angel arrives to help a bishop with the building of a new cathedral, but his advice has more to do with fixing the clergyman's strained marriage.","Comedy, Drama, Fantasy, Romance","Cary Grant, Loretta Young, David Niven, Monty Woolley",Henry Koster,109 min,English,"Mar 28, 2020",What’s New on Netflix
343044,Caddyshack,https://www.whats-on-netflix.com/wp-content/uploads/covers/caddyshack.jpeg,7.3/10,https://www.whats-on-netflix.com/clickout?netflixid=343044,,Movie,,1980,R,"A young caddy gets tangled in high jinks at an exclusive country club, while the assistant groundskeeper famously battles a pesky gopher.","Comedy, Sport","Chevy Chase, Rodney Dangerfield, Ted Knight, Michael O'Keefe",Harold Ramis,98 min,English,"Mar 28, 2020",What’s New on Netflix
343053,Caddyshack II,https://www.whats-on-netflix.com/wp-content/uploads/covers/caddyshackii.jpeg,3.7/10,https://www.whats-on-netflix.com/clickout?netflixid=343053,,Movie,,1988,PG,"When a crass new-money tycoon's membership application is turned down at a snooty country club, he retaliates by buying the club and turning it into a tacky amusement park.","Comedy, Sport","Jackie Mason, Robert Stack, Dyan Cannon, Dina Merrill",Allan Arkush,98 min,English,"Mar 28, 2020",What’s New on Netflix
347365,Candyman,https://www.whats-on-netflix.com/wp-content/uploads/covers/candyman.jpeg,6.6/10,https://www.whats-on-netflix.com/clickout?netflixid=347365,,Movie,,1992,R,"Grad student Helen Lyle unintentionally summons the Candyman, a hook-handed creature made flesh by other people's belief in him.","Horror, Thriller","Virginia Madsen, Tony Todd, Xander Berkeley, Kasi Lemmons",Bernard Rose,99 min,English,"Mar 28, 2020",What’s New on Netflix
374651,Chitty Chitty Bang Bang,https://www.whats-on-netflix.com/wp-content/uploads/covers/chittychittybangbang.jpeg,6.9/10,https://www.whats-on-netflix.com/clickout?netflixid=374651,,Movie,,1968,G,"Quirky inventor Caractacus Potts and his family travel in their magical flying car to Vulgaria, a kingdom strangely devoid of children.","Adventure, Family, Fantasy, Musical","Dick Van Dyke, Sally Ann Howes, Lionel Jeffries, Gert Fröbe",Ken Hughes,144 min,English,"Mar 28, 2020",What’s New on Netflix
382650,Cleopatra Jones,https://www.whats-on-netflix.com/wp-content/uploads/covers/cleopatrajones.jpeg,5.8/10,https://www.whats-on-netflix.com/clickout?netflixid=382650,,Movie,,1973,PG,"A stylin' special agent chases down drug lords and does her part to stop trafficking. Soon, she finds herself seeking revenge on a dealer.","Action, Crime, Thriller","Tamara Dobson, Bernie Casey, Brenda Sykes, Antonio Fargas",Jack Starrett,89 min,English,"Mar 28, 2020",What’s New on Netflix
397323,Cool Hand Luke,https://www.whats-on-netflix.com/wp-content/uploads/covers/coolhandluke.jpeg,8.1/10,https://www.whats-on-netflix.com/clickout?netflixid=397323,,Movie,,1967,TV-14,"Luke Jackson likes to do things his own way, which leads to a world of hurt when he ends up in a prison camp -- and on the wrong side of its warden.","Crime, Drama","Paul Newman, George Kennedy, J.D. Cannon, Lou Antonio",Stuart Rosenberg,127 min,English,"Mar 28, 2020",What’s New on Netflix
404067,The Craft,https://www.whats-on-netflix.com/wp-content/uploads/covers/thecraft.jpeg,6.3/10,https://www.whats-on-netflix.com/clickout?netflixid=404067,,Movie,,1996,R,"At a Catholic school, a new girl falls in with a clique of teen witches who wield their powers against anyone who crosses them, even their parents.","Drama, Fantasy, Horror, Thriller","Robin Tunney, Fairuza Balk, Neve Campbell, Rachel True",Andrew Fleming,101 min,English,"Mar 28, 2020",What’s New on Netflix
